dateofdeath,name,age,bio,causeofdeath,,
2016-06-03,Sreten Asanovi_,85,Montenegrin author.,,,
2016-06-03,Adolph Cornelis van Bruggen,86,Dutch malacologist.,,,
2016-06-03,Victor Reux,86,French Saint Pierre and Miquelon politician.,,,
2016-06-03,Henrique N'zita Tiago,88,"Angolan separatist politician, President of the Armed Forces of Cabinda",,,
2016-06-03,Joseph Michel,90,"Belgian politician, President of the Belgian Chamber of Representatives (19801981), Minister of the Interior (19741977, 19861988).",,,
2016-06-04,Bobby Curtola,73,Canadian singer.,,,
2016-06-04,Annie Castledine,77,British theatre director.,,,
2016-06-04,Sulabha Deshpande,79,Indian actress.,,,
2016-06-04,Erich Linemayr,83,Austrian football referee.,,,
2016-06-04,Antti Hyry,84,Finnish writer.,,,
2016-06-04,William Wright,85,American author.,,,
2016-06-04,Piero Leddi,85,Italian painter.,,,
2016-06-04,Gil Bartosh,86,American football player and coach.,,,
2016-06-04,Norman Longmate,90,English historian.,,,
2016-06-04,Phyllis Curtin,94,American soprano.,,,
2016-06-04,Pulu Poumele,44,"American football player (San Diego Chargers, Baltimore Ravens)",,,
2016-06-04,Alan Rathbone,57,"English rugby league player (Bradford, Warrington)",,,
2016-06-04,Istvn Halsz,64,"Hungarian footballer (Tatabnya, Vasas, national team).",,,
2016-06-04,Nicky Jennings,70,"English footballer (Portsmouth, Exeter City)",,,
2016-06-04,Carmen Pereira,79,"Bissau-Guinean politician, acting President (1984)",,,
2016-06-04,Eamonn Cooke,79,Irish DJ and criminal.,,,
2016-06-04,Bill Snowden,81,"New Zealand rugby league player (Ponsonby, national team)",,,
2016-06-04,Geirmund Ihle,81,"Norwegian politician, MP (19691981)",,,
2016-06-04,Farid Seiful-Mulyukov,85,Uzbek-born Russian journalist and writer.,,,
2016-06-04,Nicola Tanda,87,Italian literary critic and philologist.,,,
2016-06-04,Sir Brian McGrath,90,"British courtier, private secretary to the Duke of Edinburgh",,,
2016-06-04,Mustafa Zalmi,92,Iraqi Kurdish Muslim scholar.,,,
2016-06-04,Bill Richmond,94,"American screenwriter and producer (The Carol Burnett Show, The Nutty Professor, Three's Company).",,,
2016-06-05,Taomati Iuta,77,"I-Kiribati politician, Vice President (19911994) and Speaker of the House (2003, 20072015)", diabetes,,
2016-06-05,David Gilkey,50,American photojournalist, grenade explosion,,
2016-06-05,Aleksei Zharkov,68,Russian actor, liver disease,,
2016-06-05,Abu Layla,32,Syrian military commander, shot,,
2016-06-05,Rick Speare,68,Australian public health physician, traffic collision,,
2016-06-05,Gianluca Buonanno,50,"Italian politician, MEP (since 2014)", traffic collision,,
2016-06-05,Cedric Robinson,76,American political scientist.,,,
2016-06-05,Jerome Bruner,100,American psychologist.,,,
2016-06-05,Patti Grace Smith,68,American Federal Aviation Administration official.,,,
2016-06-05,David Lamb,76,American war correspondent and journalist (Los Angeles Times).,,,
2016-06-05,Loretta Abbott,83,American dancer and choreographer.,,,
2016-06-05,Eleanor Zelliot,89,American scholar.,,,
2016-06-05,Jarbas Passarinho,96,"Brazilian politician, Minister of Justice (19901992), Senate President (19811983), Governor of Par (19641966).",,,
2016-06-05,Frank Griffin,98,Irish judge.,,,
2016-06-05,Manohar Aich,104,"Indian bodybuilder, Mr Universe (1952)",,,
2016-06-06,Kimbo Slice,42,"Bahamian-born American mixed martial artist (Bellator, UFC), boxer and actor (Merry Christmas, Drake & Josh)", heart failure,,
2016-06-06,Theresa Poh Lin Chan,72,Singaporean writer and actress, lung cancer,,
2016-06-06,Theresa Saldana,61,"American actress (Raging Bull, The Commish, I Wanna Hold Your Hand)", renal failure,,
2016-06-06,Rolf Schweizer,80,German composer.,,,
2016-06-06,Keith Smith,87,New Zealand cricketer.,,,
2016-06-06,Remi Nadeau,95,American historian.,,,
2016-06-06,Rhoda Blumberg,98,American author.,,,
2016-06-06,Ayaz Jani,48,Pakistani poet and journalist.,,,
2016-06-06,Tunga,64,Brazilian sculptor and performance artist.,,,
2016-06-06,Harry Gregory,72,English footballer (Charlton Athletic).,,,
2016-06-06,Andr Warusfel,79,French mathematician and writer.,,,
2016-06-06,Hctor Zumbado,84,Cuban writer and comedian.,,,
2016-06-06,Hlio Garcia,85,"Brazilian politician, Governor of Minas Gerais (19841987, 19911995).",,,
2016-06-06,Viktor Korchnoi,85,Russian-born Swiss chess player.,,,
2016-06-06,Helen Fabela Chvez,88,American labor unionist.,,,
2016-06-06,"John Charles Harding, 2nd Baron Harding of Petherton",88,British army officer and peer.,,,
2016-06-06,Sir Peter Shaffer,90,"British playwright (Amadeus, Equus, Black Comedy) and screenwriter, Tony (1975, 1981) and Oscar winner (1985).,,",,,
2016-06-06,Jimmy Williams,90,Canadian baseball player and manager.,,,
2016-06-06,Federico Jos Pagura,93,Argentinian Protestant minister,,,
2016-06-06,Stuart Anderson,93,American restaurateur (Black Angus Steakhouse).,,,
2016-06-06,Steve Pisanos,96,Greek-born American air force officer.,,,
2016-06-07,Bryan Wiedmeier,56,"American sports executive (Miami Dolphins, Cleveland Browns, NFL Management Council)", brain cancer,,
2016-06-07,Elayne Rapping,77,American writer, breast cancer,,
2016-06-07,Rod Zimmer,73,"Canadian politician, Senator for Manitoba (20052013)", complications from esophageal cancer and pneumonia,,
2016-06-07,Rubn Quevedo,37,"Venezuelan baseball player (Chicago Cubs, Milwaukee Brewers)", heart attack,,
2016-06-07,Stephen Keshi,54,"Nigerian football player (Anderlecht, Strasbourg) and manager (national team)", heart attack,,
2016-06-07,Leonard Hill,68,American television executive and writer, property developer,,
2016-06-07,Didargyly Urazow,39,Turkmen footballer, stroke,,
2016-06-07,Robert Hall,85,Canadian politician.,,,
2016-06-07,Marita Lindquist,97,Finnish writer.,,,
2016-06-07,Sean Rooks,46,"American basketball player (Dallas Mavericks, Minnesota Timberwolves, Los Angeles Lakers).",,,
2016-06-07,Anatoliy Polishchuk,66,"Soviet-Ukrainian volleyball player, Olympic silver medalist (1976)",,,
2016-06-07,B¿rge Bach,71,Danish footballer (AaB).,,,
2016-06-07,Tanju Grsu,77,Turkish actor and film director.,,,
2016-06-07,Amber Gurung,78,Nepalese musician and composer (national anthem).,,,
2016-06-07,Johnny Brooks,84,"English footballer (Tottenham Hotspur, Chelsea, Brentford)., Chelsea, Brentford).",,,
2016-06-07,Thomas Perkins,84,American businessman (Kleiner Perkins Caufield & Byers).,,,
2016-06-07,Frans Harjawiyata,84,Indonesian Roman Catholic abbot.,,,
2016-06-07,Sir Graham Latimer,90,New Zealand M_ori leader and politician.,,,
2016-06-07,John H. Eicher,95,American scientist and author.,,,
2016-06-07,Peter Jost,95,British mechanical engineer.,,,
2016-06-08,Michael Manser,87,British architect, complications from a stroke,,
2016-06-08,Robert Sussman,74,American anthropologist.,,,
2016-06-08,Philip Majerus,79,American biochemist.,,,
2016-06-08,Ngala Mwendwa,94,Kenyan politician.,,,
2016-06-08,Sascha Lewandowski,44,"German football manager (Bayer Leverkusen, Union Berlin)",,,
2016-06-08,William Smith,62,Northern Irish paramilitary and politician.,,,
2016-06-08,Terje Fj¾rn,73,Norwegian musician and conductor.,,,
2016-06-08,Marina Malfatti,83,"Italian actress (The Night Evelyn Came Out of the Grave, The Red Queen Kills Seven Times, Black Killer).",,,
2016-06-08,Qahhor Mahkamov,84,"Tajik politician, President (19901991)",,,
2016-06-08,Pierre Aubert,89,"Swiss politician, President (1983, 1987).",,,
2016-06-09,Michael Baldasaro,67,Canadian sect leader (Church of the Universe) and political candidate (Marijuana Party), cancer,,
2016-06-09,Hamza Ali,20,English cricketer (Hampshire), drowning,,
2016-06-09,J. Reilly Lewis,71,American choral conductor and Baroque music specialist, heart attack,,
2016-06-09,Brooks Thompson,45,American basketball player (Orlando Magic) and coach (UTSA Roadrunners), multiple organ failure,,
2016-06-09,Panagiotis Mavrikos,42,Greek newspaper publisher, traffic collision,,
2016-06-09,Alex Tamba Brima,44,"Sierra Leonean military commander (Armed Forces Revolutionary Council), convicted of war crimes and crimes against humanity during the Civil War",,,
2016-06-09,Stphane Dumas,46,Canadian astrophysicist.,,,
2016-06-09,Carillo Gritti,74,"Italian-born Brazilian Roman Catholic prelate, Territorial Prelate of Itacoatiara (since 2000)",,,
2016-06-09,T. S. John,76,"Indian politician, chairman of the Kerala Congress",,,
2016-06-09,Madeleen de Wijkerslooth de Weerdesteyn,80,"Dutch politician, member of the Senate (19801987) and Council of State (19872002)",,,
2016-06-09,A. Gordon Wetmore,84,"American theologian, President of the Northwest Nazarene College (19831992)",,,
2016-06-09,James Lewis,85,"American politician, member of the Indiana Senate (19741978, 19862010) and House of Representatives (19701972).",,,
2016-06-09,Bernard Shrimsley,85,"British newspaper editor (The Sun, News of the World)",,,
2016-06-09,Stepan Bondarev,93,Belarusian Soviet army general.,,,
2016-06-10,Alex Govan,86,"Scottish footballer (Plymouth Argyle, Birmingham City)", Birmingham City),,
2016-06-10,Habib,63,Iranian singer, heart attack,,
2016-06-10,Christina Grimmie,22,American singer-songwriter (Find Me) and talent show participant (The Voice), shot,,
2016-06-10,John Horgan,66,Irish hurler (Cork).,,,
2016-06-10,Giannis Mihalopoulos,89,Greek actor.,,,
2016-06-10,Shuaibu Amodu,58,Nigerian football coach (Nigeria national football team).,,,
2016-06-10,Ambrose Hickey,71,Irish Gaelic footballer (Offaly GAA).,,,
2016-06-10,Irl A. Gladfelter,72,American Catholic prelate.,,,
2016-06-10,Giuseppe Virgili,80,"Italian footballer (Fiorentina, national team)",,,
2016-06-10,Gopal Gurung,80,Nepali politician and author.,,,
2016-06-10,Alfred Oftedal Telhaug,81,Norwegian educationalist.,,,
2016-06-10,Desmond Heeley,85,British set and costume designer.,,,
2016-06-10,Alexander Gorlov,85,Russian mechanical engineer.,,,
2016-06-10,Mimmo Palmara,87,"Italian actor (A Long Ride from Hell, Hercules and the Conquest of Atlantis, Hercules Unchained).",,,
2016-06-10,Gordie Howe,88,"Canadian Hall of Fame ice hockey player (Detroit Red Wings, Hartford Whalers)",,,
2016-06-10,Mary Feik,92,American aviator.,,,
2016-06-10,Derek Wilson,93,New Zealand architect and environmentalist.,,,
2016-06-10,Margaret Vinci Heldt,98,"American hairstylist, creator of the beehive hairstyle",,,
2016-06-11,Rudi Altig,79,"German cyclist, winner of the 1962 Vuelta a Espaa, world champion (1966)", cancer,,
2016-06-11,Chico Fernndez,84,Cuban baseball player (Detroit Tigers), complications from a stroke,,
2016-06-11,Gilbert Blue,82,American Catawba chief (19732007), mesothelioma,,
2016-06-11,Thomas Skidmore,83,American historian.,,,
2016-06-11,Bryan Robinson,41,"American football player (Chicago Bears, Cincinnati Bengals, Arizona Cardinals).",,,
2016-06-11,Stacey Castor,48,American convicted murderer.,,,
2016-06-11,Alberto Remedios,81,British operatic tenor.,,,
2016-06-11,Paolo Leon,81,Italian post-Keynesian economist.,,,
2016-06-11,Inder Malhotra,86,"Indian journalist (The Guardian), editor (The Statesman, The Times of India) and columnist (The Indian Express).",,,
2016-06-11,Lars Skyt¿en,86,"Norwegian politician, Minister of Industry (19791981)",,,
2016-06-11,Trudi Roth,86,Swiss actress.,,,
2016-06-11,Asghar Bichareh,89,Iranian photographer and actor.,,,
2016-06-12,Elin Ortiz,81,"Puerto Rican actor, comedian, and producer", Alzheimer's disease,,
2016-06-12,Robert F. Dorr,76,American writer and diplomat, brain tumor,,
2016-06-12,Abdullah Ahmad,79,"Malaysian newspaper editor (New Straits Times), journalist and politician", cancer,,
2016-06-12,Harold La Borde,82,Trinidadian sailor, fall,,
2016-06-12,Georgia Apostolou,43,Greek actress (Erotas), heart attack,,
2016-06-12,David K. Backus,63,American economist, leukemia,,
2016-06-12,Michelle Cliff,69,Jamaican-born American writer, liver failure,,
2016-06-12,Omar Mateen,29,American mass murderer (2016 Orlando nightclub shooting), shot,,
2016-06-12,Earl Faison,77,American football player (San Diego Chargers).,,,
2016-06-12,Dagfinn Gedde-Dahl,79,Norwegian physician.,,,
2016-06-12,Chris Warren,49,American musician (WWF).,,,
2016-06-12,Vladimir Dolgopolov,54,Soviet and Russian football player (FC Zenit Saint Petersburg).,,,
2016-06-12,Fabrizio Pirovano,56,Italian motorcycle road racer.,,,
2016-06-12,Cezary Wodzi_ski,57,"Polish philosopher, historian, essayist and translator (Jagiellonian University, University of Warsaw).",,,
2016-06-12,Danny Kopec,62,American chess player.,,,
2016-06-12,Jerry Vaflor,76,Filipino football player and coach.,,,
2016-06-12,George Voinovich,79,"American politician, Senator from Ohio (19992011), Governor of Ohio (19911998), Mayor of Cleveland (19801989).",,,
2016-06-12,Curley Johnson,80,"American football player (New York Jets), Super Bowl winner (1969)",,,
2016-06-12,Tom Leppard,80,British tattooed man.,,,
2016-06-12,"Rodney Leach, Baron Leach of Fairford",82,British banker and politician.,,,
2016-06-12,Alfonso Portugal,82,Mexican footballer (national team).,,,
2016-06-12,Gunnar Gran,84,Norwegian media executive (NRK).,,,
2016-06-12,Achyut Lahkar,85,Indian actor and playwright.,,,
2016-06-12,Donald Carr,89,"English cricketer (Derbyshire, Oxford University, national team) and administrator (MCC, TCCB).",,,
2016-06-12,Francesco Faggi,90,"Italian rower, Olympic gold medalist (1948)",,,
2016-06-12,P.V. Guharaj,91,Indian police surgeon.,,,
2016-06-12,Gordon Connell,93,"American actor (Hello, Dolly!)",,,
2016-06-12,Janet Waldo,96,"American actress and voice artist (The Jetsons, The Flintstones, Wacky Races).",,,
2016-06-13,Robert T. Paine,83,American ecologist, acute myeloid leukemia,,
2016-06-13,Uriah Asante,24,Ghanaian footballer (Hearts of Oak), heart attack,,
2016-06-13,Irene Bauer,71,Norwegian politician.,,,
2016-06-13,Tet Garcia,75,Filipino politician.,,,
2016-06-13,Gladys Gunzer,76,American sculptor.,,,
2016-06-13,Tony Byrne,70,"Irish footballer (Hereford, Southampton)",,,
2016-06-13,Randy Jones,72,"British-born American jazz musician (Chet Baker, Dave Brubeck, Maynard Ferguson).",,,
2016-06-13,Joshua Wanume Kibedi,74,"Ugandan diplomat and politician, Foreign Minister (19711973), Ambassador to the United Nations (19861988).",,,
2016-06-13,Ron Mason,76,Canadian ice hockey coach and university administrator (Michigan State).,,,
2016-06-13,Michu Meszaros,76,Hungarian-born American actor (ALF).,,,
2016-06-13,Chips Moman,79,"American songwriter (""(Hey Won't You Play) Another Somebody Done Somebody Wrong Song"") and record producer, Grammy winner (1976)",,,
2016-06-13,Mohammad Moniruzzaman Miah,81,Bangladeshi academic.,,,
2016-06-13,Mudrarakshas,82,Indian Hindi author.,,,
2016-06-13,Oleg Karavaychuk,88,Soviet and Russian composer.,,,
2016-06-13,Gerald J. Wasserburg,89,American geologist.,,,
2016-06-13,John Arnold Baker,90,British judge and politician.,,,
2016-06-13,Ofelya Hambardzumyan,91,Armenian folk singer.,,,
2016-06-13,Anahid Ajemian,92,American violinist.,,,
2016-06-13,Gregory Rabassa,94,American literary translator (Hopscotch).,,,
2016-06-14,Anatol Dumitra_,60,Moldovan singer, cancer,,
2016-06-14,Ann Morgan Guilbert,87,"American actress (The Dick Van Dyke Show, The Nanny, Grumpier Old Men)", cancer,,
2016-06-14,Gertrude Kerbis,89,American architect (O'Hare International Airport), liver cancer,,
2016-06-14,Robert Desprs,91,Canadian businessman, lung cancer,,
2016-06-14,Ali Lazrak,68,"Dutch politician, member of the House of Representatives (20022006)", lung cancer,,
2016-06-14,Samuel Mumbengegwi,73,Zimbabwean politician.,,,
2016-06-14,Ovie Scurlock,97,American jockey.,,,
2016-06-14,OJB Jezreel,49,Nigerian singer and record producer.,,,
2016-06-14,Roger Breeze,69,English veterinary scientist.,,,
2016-06-14,Henry McCullough,72,"Northern Irish guitarist (Spooky Tooth, Wings, The Grease Band).",,,
2016-06-14,Lidia Biondi,75,"Italian actress (Eat Pray Love, Casanova, Rome).",,,
2016-06-14,Anatoli Grishin,76,"Russian sprint canoeist, Olympic champion (1964)",,,
2016-06-14,Ken Orr,77,American software engineer.,,,
2016-06-14,Yumi Shirakawa,79,"Japanese actress (Rodan, The Mysterians, The H-Man).",,,
2016-06-14,Per Hovdenakk,80,Norwegian art historian.,,,
2016-06-14,Ronnie Claire Edwards,83,"American actress (The Waltons, The Dead Pool, Designing Women).",,,
2016-06-14,Irma Roy,84,"Argentine actress and politician, national deputy (19952005)",,,
2016-06-14,Melvin Dwork,94,American interior designer and gay rights activist.,,,
2016-06-14,Gilles Lamontagne,97,"Canadian politician, Lieutenant Governor of Quebec (19841990), MP (19771984), Mayor of Quebec City (19651977).",,,
2016-06-15,Bob Holman,79,British academic (University of Bath) and community worker, motor neurone disease,,
2016-06-15,Somawansa Amarasinghe,73,"Sri Lankan politician, leader of Janatha Vimukthi Peramuna (19942014)", stroke,,
2016-06-15,Fred James,71,Canadian football player (Calgary Stampeders).,,,
2016-06-15,Milorad Mandi_,55,"Serbian actor (Selo gori, a baba se _e_lja, Pretty Village, Pretty Flame, Klopka).,",,,
2016-06-15,Hiroshi Minatoya,72,"Japanese judoka, world champion (1967, 1969).",,,
2016-06-15,Giuseppe Spagnulo,79,Italian sculptor.,,,
2016-06-15,Joaquin Jackson,80,American Texas Ranger.,,,
2016-06-15,Ladislav Kupkovi_,80,Slovak composer and conductor.,,,
2016-06-15,Lois Duncan,82,"American writer (I Know What You Did Last Summer, Hotel for Dogs, Who Killed My Daughter?).",,,
2016-06-15,Gypsy Joe,82,"Puerto Rican professional wrestler (WWC, CWA, AJPW).",,,
2016-06-15,Alavi Moulana,84,"Sri Lankan politician, Minister of Labour (20002001), Governor of Western Province (20022015).",,,
2016-06-15,A. C. Tirulokchandar,86,"Indian film director (Iru Malargal, Deiva Magan, Adhey Kangal).",,,
2016-06-15,Anton Barten,86,Dutch economist.,,,
2016-06-15,Richard Selzer,87,American surgeon and author.,,,
2016-06-15,Claude Conforts,88,French actor (War of the Buttons).,,,
2016-06-15,David Hall,88,New Zealand chemistry academic (University of Auckland).,,,
2016-06-15,Roland Hardy,90,British race walker.,,,
2016-06-15,Aslam Farrukhi,92,Pakistani writer and critic.,,,
2016-06-15,Harry Moule,94,English cricketer (Worcestershire).,,,
2016-06-16,Wayne Dowd,74,"American politician, member of the Arkansas Senate (19782000)", cancer,,
2016-06-16,Bill Berkson,76,American poet and art critic, heart attack,,
2016-06-16,Jo Cox,41,"British politician, MP for Batley and Spen (since 2015)", shot and stabbed,,
2016-06-16,Anjan Dutta,64,Indian politician.,,,
2016-06-16,Doug Cherry,83,Canadian politician.,,,
2016-06-16,Irving Moskowitz,88,American businessman and philanthropist.,,,
2016-06-16,Charles Thompson,98,American pianist.,,,
2016-06-16,Candy Ruff,65,"American politician, member of the Kansas House of Representatives (19932009)",,,
2016-06-16,Lud_k Macela,65,"Czech footballer, Olympic gold medalist (1980)",,,
2016-06-16,Jerome Teasley,67,American drummer.,,,
2016-06-16,Sulo Aittoniemi,79,"Finnish politician, MP (19872003)",,,
2016-06-16,Manimala Devi,84,Indian actress (Kaa).,,,
2016-06-16,Pat Suggate,94,British-born New Zealand geologist.,,,
2016-06-17,Wang Sichao,77,Chinese astronomy scholar, cerebral hemorrhage,,
2016-06-17,Ron Lester,45,"American actor (Varsity Blues, Popular,  Good Burger)", liver and kidney failure,,
2016-06-17,Rubn Aguirre,82,"Mexican actor (El Chavo del Ocho, El Chapulin Colorado, Chespirito)", pneumonia,,
2016-06-17,Attrell Cordes,46,American rhythm and blues singer (P.M. Dawn), renal disease,,
2016-06-17,Audrey Disbury,82,English cricketer.,,,
2016-06-17,Loretto Petrucci,86,Italian racing cyclist.,,,
2016-06-17,Bud Gregory,90,Canadian politician.,,,
2016-06-17,Angel Gelmi Bertocchi,78,"Italian-born Bolivian Roman Catholic prelate, Auxiliary Bishop of Cochabamba (19852013)",,,
2016-06-17,Phil Hennigan,70,"American baseball player (Cleveland Indians, New York Mets)",,,
2016-06-17,Peter Feuchtwanger,76,"German-born British pianist, composer and piano teacher",,,
2016-06-17,Sam Beaver King,90,"Jamaican-born British political activist, Mayor of Southwark (1983), co-founder of the Notting Hill Carnival.",,,
2016-06-17,"Thomas Ashley Graves, Jr",91,"American academic, President of the College of William & Mary (19711985)",,,
2016-06-17,Willy Andresen,94,Norwegian jazz pianist.,,,
2016-06-17,David Morgenthaler,96,American businessman (Morgenthaler Ventures).,,,
2016-06-17,Reidar Kvaal,100,Norwegian WWII military officer.,,,
2016-06-17,Tenor Fly,,English rapper and ragga vocalist.,,,
2016-06-18,Joe Schaffernoth,78,"American baseball player (Chicago Cubs, Cleveland Indians)", cancer,,
2016-06-18,Jim Harrison,80,American writer and artist, heart attack,,
2016-06-18,Curt Hofstad,70,"American politician, member of the North Dakota House of Representatives (since 2006)", heart attack,,
2016-06-18,Paul Cox,76,"Dutch-born Australian film director (My First Wife, A Woman's Tale, Exile)", liver cancer,,
2016-06-18,Alejandro Jano Fuentes,45,American singer (La Voz... Mxico), shot,,
2016-06-18,Wu Jianmin,77,"Chinese diplomat, Ambassador to France and the Netherlands (19982003)", traffic collision,,
2016-06-18,Rachel McCulloch,74,American economist.,,,
2016-06-18,William J. Livsey,85,American army general.,,,
2016-06-18,Kitty Rhoades,65,"American politician, member of the Wisconsin State Assembly (19992011)",,,
2016-06-18,Sverre Kjelsberg,69,Norwegian musician (The Pussycats).,,,
2016-06-18,Susana Duijm,79,"Venezuelan beauty queen, Miss World winner (1955)",,,
2016-06-18,Vin Huhtala,80,"Finnish cross-country skier, Olympic champion (1960)",,,
2016-06-18,Vittorio Merloni,83,"Italian entrepreneur and industrialist, founder of Indesit Company",,,
2016-06-18,Jeppiaar,85,"Indian educationalist, founder and chancellor of Sathyabama University",,,
2016-06-18,Sibe Marde_i_,89,Croatian mathematician.,,,
2016-06-18,Sharon Douglas,95,American actress (Fog Island).,,,
2016-06-18,Edith Turner,95,English-born American anthropologist.,,,
2016-06-18,Graham Gibbons,96,"Bermudian businessman and politician, Mayor of Hamilton, Bermuda (19721988).",,,
2016-06-19,Anton Yelchin,27,"Soviet-born American actor (Star Trek, Alpha Dog, Fright Night)", blunt traumatic asphyxia,,
2016-06-19,Ho Fan,84,"Chinese photographer, film director and actor", pneumonia,,
2016-06-19,Niki Tobi,75,"Nigerian judge, Associate Justice of the Supreme Court (20022010)",,,
2016-06-19,Nicolae Boc_an,68,Romanian historian.,,,
2016-06-19,Mihnea Berindei,68,Romanian-born French historian.,,,
2016-06-19,John Love,73,British-born Australian scientist.,,,
2016-06-19,Gtz George,77,German actor (Tatort).,,,
2016-06-19,Nicols Garcia Uriburu,78,Argentine artist and landscape architect.,,,
2016-06-19,David Johnson,83,Australian-born American business executive (Campbell Soup Company).,,,
2016-06-19,Randolph Vigne,87,South African political activist.,,,
2016-06-19,Victor St_nculescu,88,"Romanian general and politician, Minister of National Defence",,,
2016-06-19,Allan Paivio,91,Canadian psychologist.,,,
2016-06-19,Norbert Thriault,95,"Canadian politician, MLA (19601979) and Senator for New Brunswick (19791996)",,,
2016-06-19,Ricardo Obregn Cano,99,"Argentine politician, Governor of Crdoba (19731974)",,,
2016-06-20,Eamonn Dolan,48,Irish football player and coach, cancer,,
2016-06-20,Rich Olive,66,"American politician, member of the Iowa Senate (20072011)", cancer,,
2016-06-20,Chayito Valdez,71,Mexican-born American folk singer and actress, complications from a cerebral hemorrhage,,
2016-06-20,Ernesto Maceda,81,"Filipino politician, Senate President (19961998), Senator (19711972, 19871998) and columnist", multiple organ failure,,
2016-06-20,Fiqre Crockwell,30,Bermudian cricket player, shot,,
2016-06-20,William Craig Rice,61,American academic.,,,
2016-06-20,Ann Atwater,80,American civil rights activist.,,,
2016-06-20,Willie Logie,83,Scottish footballer.,,,
2016-06-20,Hal Holman,93,Australian artist.,,,
2016-06-20,Dan Maraya,69,Nigerian griot.,,,
2016-06-20,Micha_ Jzefczyk,69,Polish Roman Catholic priest.,,,
2016-06-20,James Victor,76,"American actor (Stand and Deliver, Zorro),",,,
2016-06-20,Bill Ham,79,American band manager (ZZ Top).,,,
2016-06-20,Alvin Endt,82,"American politician, member of the Mississippi House of Representatives (19841999)",,,
2016-06-20,Frank Chapot,84,"American equestrian, Olympic silver medalist (1960, 1972).",,,
2016-06-20,Benote Groult,96,"French journalist, writer and feminist activist",,,
2016-06-20,Edgard Pisani,97,"French politician, philosopher and writer, President of the Arab World Institute (19881995), High Commissioner of New Caledonia (1985), Minister of Agriculture (19611966).,",,,
2016-06-21,Jack Fuller,69,American journalist and publisher (Tribune Publishing), cancer,,
2016-06-21,Karl Dallas,85,"British journalist, author and campaigner", cancer,,
2016-06-21,Wayne Jackson,74,"American musician (The Mar-Keys, The Memphis Horns)", heart failure,,
2016-06-21,Jim Boyd,60,American singer-songwriter.,,,
2016-06-21,Kunio Hatoyama,67,Japanese politician.,,,
2016-06-21,Helen T. Edwards,80,American physicist.,,,
2016-06-21,Guda Anjaiah,60,"Indian poet, singer and lyricist",,,
2016-06-21,Al Howie,70,Canadian long distance runner.,,,
2016-06-21,Pierre Lalonde,75,Canadian singer and television host.,,,
2016-06-21,Kenworth Moffett,81,"American art curator (Boston Museum of Fine Arts), museum director (Museum of Art Fort Lauderdale) and writer",,,
2016-06-21,Dan Daniel,82,"American radio personality (WMCA, WYNY, WCBS).",,,
2016-06-21,Mohammed Nizamuddin,83,Indian trade unionist and politician.,,,
2016-06-21,Bryan Edwards,85,British footballer (Bolton Wanderers).,,,
2016-06-21,Jim Randell,87,"Australian politician, member of the Queensland Legislative Assembly for Mirani (19801994)",,,
2016-06-21,Henk Hofland,88,"Dutch journalist, columnist and writer",,,
2016-06-22,John William Ashe,61,"Antiguan diplomat, President of the United Nations General Assembly (20132014)", heart attack,,
2016-06-22,Amjad Sabri,45,Pakistani qawwali singer, shot,,
2016-06-22,J. V. Ramana Murthi,83,Indian actor.,,,
2016-06-22,Luis Gutirrez Martin,84,Spanish Roman Catholic prelate,,,
2016-06-22,Joan Acker,92,American sociologist.,,,
2016-06-22,Tokia Russell,38,Bermudian footballer.,,,
2016-06-22,Steve French,56,American gospel singer (Kingdom Heirs).,,,
2016-06-22,Vasily Bochkaryov,67,Russian politician.,,,
2016-06-22,Ya_ar Nuri ztrk,71,Turkish theologian and politician.,,,
2016-06-22,Mike Hart,72,British singer-songwriter.,,,
2016-06-22,Andrzej Kondratiuk,79,"Polish film director (Hydrozagadka), screenwriter, actor and cinematographer.",,,
2016-06-22,Samir Roychoudhury,82,Indian writer (Hungry Generation).,,,
2016-06-22,David J. Hickson,85,British organisational theorist.,,,
2016-06-22,John Garrow,87,British nutritionist and physician.,,,
2016-06-22,Roberto Lovera,93,"Uruguayan basketball player, Olympic bronze medalist (1952)",,,
2016-06-22,Harry Rabinowitz,100,"British music composer (Reilly, Ace of Spies) and conductor (Chariots of Fire, Cats)., Ace of Spies) and conductor (Chariots of Fire, Cats).",,,
2016-06-22,Mohammad Kilani,,"Jordanian politician, Water Minister (1989)",,,
2016-06-23,Jin Yaqin,91,Chinese actress (You and Me), cancer,,
2016-06-23,Eoin Cameron,65,"Australian radio presenter (6WF) and politician, MP for Stirling (19931998)", heart attack,,
2016-06-23,Ralph Stanley,89,"American bluegrass musician (The Stanley Brothers), Grammy winner (2002)", skin cancer,,
2016-06-23,James Green,71,American historian.,,,
2016-06-23,Peter Tennant,74,English cricketer.,,,
2016-06-23,Stanley Mandelstam,87,American theoretical physicist.,,,
2016-06-23,Michael Herr,76,"American author (Dispatches) and screenwriter (Full Metal Jacket, Apocalypse Now)",,,
2016-06-23,Mike Flynn,48,American online journalist and conservative activist.,,,
2016-06-23,Rane Vaskivuori,49,Finnish designer.,,,
2016-06-23,Stuart Nisbet,82,"American actor (Casino, In the Heat of the Night, Bewitched).",,,
2016-06-23,Shelley Moore,84,British-born American jazz singer.,,,
2016-06-23,Arie Gluck,86,Israeli Olympic runner (1952).,,,
2016-06-23,Shirley Fenton Huie,91,Australian author.,,,
